BankID,Station ID,Star_year,End_year,Lat,Long,Long 2,Elev,Station name,ISPD directory,ISPD_path_directory,source_path_name,Source_name,Source_Contact,Source_ID
1000,125390-99999,1931,1942,50.27,18.67,18.67,75,1E+030,ISPD2_2_4/isd2ispd/1/125390-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,122370-99999,1934,1943,53.47,18.78,18.78,7,1E+030,ISPD2_2_4/isd2ispd/1/122370-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,128310-99999,1934,1939,47.73,18.9,18.9,698,DOBOGOKO,ISPD2_2_4/isd2ispd/1/128310-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,122360-99999,1937,1939,53.73,18.93,18.93,19,1E+030,ISPD2_2_4/isd2ispd/1/122360-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,126250-99999,1934,1938,49.3,18.95,18.95,841,ZAKOPANE,ISPD2_2_4/isd2ispd/1/126250-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,126000-99999,1939,1941,49.8,19,19,375,BIELSKO-BIALA,ISPD2_2_4/isd2ispd/1/126000-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,128400-99999,1931,1939,47.52,19.02,19.02,130,BUDAPEST MET CENTER,ISPD2_2_4/isd2ispd/1/128400-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,125600-99999,1934,1938,50.23,19.03,19.03,301,KATOWICE,ISPD2_2_4/isd2ispd/1/125600-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,121590-99999,1939,1942,54.03,19.13,19.13,2,1E+030,ISPD2_2_4/isd2ispd/1/121590-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,132600-99999,1936,1939,44.52,19.17,19.17,125,1E+030,ISPD2_2_4/isd2ispd/1/132600-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,025840-99999,1935,1938,58.38,19.18,19.18,12,GOTSKA SANDON,ISPD2_2_4/isd2ispd/0/025840-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,125990-99999,1935,1942,50.03,19.22,19.22,73,1E+030,ISPD2_2_4/isd2ispd/1/125990-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,136230-99999,1934,2013,40.5,19.28,19.28,340,VLORE,ISPD2_2_4/isd2ispd/1/136230-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,133630-99999,1936,1939,43.35,19.37,19.37,769,PLEVLJA,ISPD2_2_4/isd2ispd/1/133630-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,124650-99999,1934,1943,51.72,19.4,19.4,176,LODZ,ISPD2_2_4/isd2ispd/1/124650-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,121600-99999,1933,1943,54.15,19.43,19.43,2,ELBLAG,ISPD2_2_4/isd2ispd/1/121600-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,119180-99999,1933,1937,48.33,19.68,19.68,191,LIESEK,ISPD2_2_4/isd2ispd/1/119180-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,123600-99999,1935,1938,52.57,19.72,19.72,112,PLOCK,ISPD2_2_4/isd2ispd/1/123600-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,128550-99999,1936,1939,47.03,19.78,19.78,114,1E+030,ISPD2_2_4/isd2ispd/1/128550-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,131680-99999,1936,1939,45.27,19.8,19.8,80,NOVI SAD RIMSKI SAN,ISPD2_2_4/isd2ispd/1/131680-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,266970-99999,1937,1943,54.62,19.88,19.88,6,1E+030,ISPD2_2_4/isd2ispd/2/266970-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,166410-99999,1932,1940,39.62,19.92,19.92,42,KERKYRA (AIRPORT),ISPD2_2_4/isd2ispd/1/166410-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
2001,55610,1934,1938,49.3,19.95,19.95,9999,1E+030,ISPD2_2_4/ispd1_1/td13/55610,ISPD2_2_4,ispd1_1,NCEP Operational BUFR Archive,Jack.Woolen@noaa.gov,#N/A
1000,029700-99999,1917,1926,60.1,19.95,19.95,14,MARIEHAMN/ALAND ISL,ISPD2_2_4/isd2ispd/0/029700-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,121620-99999,1939,1943,54.48,19.97,19.97,4,1E+030,ISPD2_2_4/isd2ispd/1/121620-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,125660-99999,1931,1938,50.08,19.98,19.98,222,KRAKOW,ISPD2_2_4/isd2ispd/1/125660-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,128510-99999,1934,1939,47.87,20.02,20.02,998,KEKESTETO,ISPD2_2_4/isd2ispd/1/128510-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,129820-99999,1936,1939,46.25,20.15,20.15,97,SZEGED,ISPD2_2_4/isd2ispd/1/129820-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,266940-99999,1937,1943,54.75,20.28,20.28,3,1E+030,ISPD2_2_4/isd2ispd/2/266940-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,029810-99999,1901,1905,59.5,20.35,20.35,26,UTO,ISPD2_2_4/isd2ispd/0/029810-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,132750-99999,1931,1939,44.82,20.42,20.42,138,BEOGRAD/KOSUTNJAK,ISPD2_2_4/isd2ispd/1/132750-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,122720-99999,1935,1941,53.77,20.42,20.42,41,OLSZTYN,ISPD2_2_4/isd2ispd/1/122720-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,122700-99999,1934,1938,53.12,20.48,20.48,155,MLAWA,ISPD2_2_4/isd2ispd/1/122700-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,121630-99999,1938,1942,54.13,20.57,20.57,27,1E+030,ISPD2_2_4/isd2ispd/1/121630-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,267020-99999,1929,1938,54.73,20.57,20.57,20,KALININGRAD,ISPD2_2_4/isd2ispd/2/267020-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,267020-99999,1928,1942,54.73,20.57,20.57,9,KALININGRAD,ISPD2_2_4/isd2ispd/2/267020-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,266980-99999,1938,1943,54.57,20.6,20.6,7,1E+030,ISPD2_2_4/isd2ispd/2/266980-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,266990-99999,1939,1943,54.78,20.62,20.62,6,1E+030,ISPD2_2_4/isd2ispd/2/266990-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,128700-99999,1936,1939,47,20.63,20.63,88,EGER,ISPD2_2_4/isd2ispd/1/128700-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,125700-99999,1934,1942,50.85,20.67,20.67,9999,KIELCE,ISPD2_2_4/isd2ispd/1/125700-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,020480-99999,1935,1981,67.13,20.67,20.67,365,MALMBERGET,ISPD2_2_4/isd2ispd/0/020480-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,166690-99999,1933,1938,38.83,20.72,20.72,2,LEFKAS,ISPD2_2_4/isd2ispd/1/166690-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,133760-99999,1936,1944,43.73,20.72,20.72,234,KRALJEVO,ISPD2_2_4/isd2ispd/1/133760-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,022880-99999,1935,1938,63.58,20.75,20.75,6,HOLMOGADD,ISPD2_2_4/isd2ispd/0/022880-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,166420-99999,1932,1940,39.67,20.85,20.85,502,IOANNINA (AIRPORT),ISPD2_2_4/isd2ispd/1/166420-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,265100-99999,1933,1942,55.15,20.87,20.87,1,1E+030,ISPD2_2_4/isd2ispd/2/265100-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,167050-99999,1932,1940,37.78,20.88,20.88,3,ZAKYNTHOS,ISPD2_2_4/isd2ispd/1/167050-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,134740-99999,1936,1939,42.88,20.88,20.88,521,1E+030,ISPD2_2_4/isd2ispd/1/134740-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,123750-99999,1929,1939,52.18,20.97,20.97,133,WARSZAWA-OKECIE,ISPD2_2_4/isd2ispd/1/123750-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,123750-99999,1928,1941,52.18,20.97,20.97,107,WARSZAWA-OKECIE,ISPD2_2_4/isd2ispd/1/123750-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,122810-99999,1933,1942,53.57,21,21,45,1E+030,ISPD2_2_4/isd2ispd/1/122810-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,129920-99999,1936,1939,46.67,21.1,21.1,91,BEKESCSABA,ISPD2_2_4/isd2ispd/1/129920-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,265090-99999,1931,1943,55.7,21.13,21.13,1,KLAIPEDA,ISPD2_2_4/isd2ispd/2/265090-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,265090-99999,1929,1937,55.72,21.13,21.13,3,KLAIPEDA,ISPD2_2_4/isd2ispd/2/265090-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,124850-99999,1939,1943,51.4,21.22,21.22,185,RADOM,ISPD2_2_4/isd2ispd/1/124850-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,119650-99999,1933,1936,49,21.25,21.25,270,1E+030,ISPD2_2_4/isd2ispd/1/119650-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,152000-99999,1936,1938,46.18,21.32,21.32,113,ARAD,ISPD2_2_4/isd2ispd/1/152000-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,029500-99999,1901,2008,61.48,21.35,21.35,6,FAGERHOLM,ISPD2_2_4/isd2ispd/0/029500-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,166720-99999,1938,1953,38.62,21.4,21.4,36,AGRINION (AIRPORT),ISPD2_2_4/isd2ispd/1/166720-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,166130-99999,1932,1940,40.8,21.42,21.42,680,FLORINA,ISPD2_2_4/isd2ispd/1/166130-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,135860-99999,1928,1944,41.98,21.47,21.47,240,SKOPJE- AIRPORT,ISPD2_2_4/isd2ispd/1/135860-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,132850-99999,1936,1939,44.75,21.52,21.52,81,VELIKO GRADISTE,ISPD2_2_4/isd2ispd/1/132850-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,135850-99999,1936,1939,41.33,21.55,21.55,661,PRILEP,ISPD2_2_4/isd2ispd/1/135850-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1003,63800026314,1881,1992,57.37,21.55,21.55,3,"Ventspils,AMSG",ISPD2_2_4/ispd1_1/russia/63800026314,ISPD2_2_4,ispd1_1,Russian Empire Stations,Pasha.Groisman@noaa.gov,#N/A
1000,022960-99999,1935,2001,64.47,21.57,21.57,36,BJUROKLUBB (LGT-H),ISPD2_2_4/isd2ispd/0/022960-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,128820-99999,1931,1939,47.57,21.62,21.62,137,DEBRECEN,ISPD2_2_4/isd2ispd/1/128820-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,029110-99999,1917,1939,63.08,21.62,21.62,9,VAASA AIRPORT,ISPD2_2_4/isd2ispd/0/029110-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,167340-99999,1934,1940,36.83,21.72,21.72,25,METHONI,ISPD2_2_4/isd2ispd/1/167340-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,166890-99999,1932,2006,38.25,21.73,21.73,3,PATRAI,ISPD2_2_4/isd2ispd/1/166890-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,166450-99999,1939,1970,39.55,21.77,21.77,154,TRIKALA,ISPD2_2_4/isd2ispd/1/166450-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,166320-99999,1938,1941,40.33,21.8,21.8,625,KOZANI (AIRPORT),ISPD2_2_4/isd2ispd/1/166320-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,266140-99999,1933,1943,55.08,21.8,21.8,3,SOVETSK,ISPD2_2_4/isd2ispd/2/266140-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,126800-99999,1939,2010,49.68,21.82,21.82,281,KROSNO,ISPD2_2_4/isd2ispd/1/126800-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,262100-99999,1929,1942,58.38,21.82,21.82,7,1E+030,ISPD2_2_4/isd2ispd/2/262100-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,124900-99999,1934,1941,51.55,21.85,21.85,121,DEBLIN/IRENA,ISPD2_2_4/isd2ispd/1/124900-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,133880-99999,1936,1944,43.35,21.87,21.87,208,NIS,ISPD2_2_4/isd2ispd/1/133880-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,150800-99999,1936,1938,47.05,21.95,21.95,125,ORADEA,ISPD2_2_4/isd2ispd/1/150800-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,029720-99999,1901,1905,60.45,22.27,22.27,14,TURKU,ISPD2_2_4/isd2ispd/0/029720-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,167100-99999,1932,1940,37.52,22.35,22.35,665,TRIPOLIS (AIRPORT),ISPD2_2_4/isd2ispd/1/167100-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,166480-99999,1932,1940,39.63,22.42,22.42,75,LARISSA (AIRPORT),ISPD2_2_4/isd2ispd/1/166480-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,166750-99999,1932,1940,38.9,22.43,22.43,9999,LAMIA,ISPD2_2_4/isd2ispd/1/166750-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,020800-99999,1935,1938,68.45,22.5,22.5,333,KARESUANDO,ISPD2_2_4/isd2ispd/0/020800-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,121860-99999,1933,1942,54.03,22.52,22.52,50,1E+030,ISPD2_2_4/isd2ispd/1/121860-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
2001,57586,1936,1939,44.63,22.55,22.55,9999,1E+030,ISPD2_2_4/ispd1_1/td13/57586,ISPD2_2_4,ispd1_1,NCEP Operational BUFR Archive,Jack.Woolen@noaa.gov,#N/A
1000,267130-99999,1933,1937,54.63,22.57,22.57,23,KYBARTAI,ISPD2_2_4/isd2ispd/2/267130-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,124950-99999,1931,1940,51.23,22.58,22.58,203,LUBLIN RADAWIEC,ISPD2_2_4/isd2ispd/1/124950-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1003,63800026313,1938,1972,57.8,22.6,22.6,5,KOLKA,ISPD2_2_4/ispd1_1/russia/63800026313,ISPD2_2_4,ispd1_1,Russian Empire Stations,Pasha.Groisman@noaa.gov,#N/A
1000,029600-99999,1901,1905,61.18,22.62,22.62,51,1E+030,ISPD2_2_4/isd2ispd/0/029600-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,126950-99999,1934,1938,49.78,22.8,22.8,201,PRZEMYSL,ISPD2_2_4/isd2ispd/1/126950-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1003,63800026419,1936,1981,56.5,22.9,22.9,104,AUCE,ISPD2_2_4/ispd1_1/russia/63800026419,ISPD2_2_4,ispd1_1,Russian Empire Stations,Pasha.Groisman@noaa.gov,#N/A
1000,121950-99999,1931,1941,54.08,22.93,22.93,176,SUWALKI,ISPD2_2_4/isd2ispd/1/121950-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,029820-99999,1906,1915,59.77,22.95,22.95,7,RUSSARO,ISPD2_2_4/isd2ispd/0/029820-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,167430-99999,1933,1938,36.13,23,23,184,KYTHIRA,ISPD2_2_4/isd2ispd/1/167430-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,122950-99999,1931,1938,53.13,23.17,23.17,135,BIALYSTOK,ISPD2_2_4/isd2ispd/1/122950-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,156140-99999,1931,1934,42.77,23.2,23.2,555,SOFIA (OBSERV.),ISPD2_2_4/isd2ispd/1/156140-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,156140-99999,1935,1939,42.77,23.2,23.2,538,SOFIA (OBSERV.),ISPD2_2_4/isd2ispd/1/156140-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1003,63800026524,1936,1980,55.93,23.32,23.32,108,Shaulyay,ISPD2_2_4/ispd1_1/russia/63800026524,ISPD2_2_4,ispd1_1,Russian Empire Stations,Pasha.Groisman@noaa.gov,#N/A
1000,029070-99999,1901,1905,64.33,23.45,23.45,5,ULKOKALLA,ISPD2_2_4/isd2ispd/0/029070-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,330080-99999,1931,1938,52.07,23.53,23.53,140,BREST,ISPD2_2_4/isd2ispd/3/330080-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,154100-99999,1936,1939,44.63,23.55,23.55,70,DROBETA TURNU SEVER,ISPD2_2_4/isd2ispd/1/154100-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,166060-99999,1932,1940,41.08,23.57,23.57,28,SERRAI,ISPD2_2_4/isd2ispd/1/166060-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,151200-99999,1936,1939,46.77,23.57,23.57,313,CLUJ-NAPOCA,ISPD2_2_4/isd2ispd/1/151200-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,156150-99999,1935,1939,42.2,23.58,23.58,2926,MUSSALA (TOP/SOMMET,ISPD2_2_4/isd2ispd/1/156150-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,029440-99999,1906,1915,61.5,23.77,23.77,84,TAMPERE/PIRKKALA,ISPD2_2_4/isd2ispd/0/029440-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,154500-99999,1936,1939,44.32,23.8,23.8,190,CRAIOVA,ISPD2_2_4/isd2ispd/1/154500-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,268250-99999,1934,1938,53.67,23.83,23.83,127,GRODNO,ISPD2_2_4/isd2ispd/2/268250-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1003,63800026629,1922,1989,54.88,23.88,23.88,73,Kaunas,ISPD2_2_4/ispd1_1/russia/63800026629,ISPD2_2_4,ispd1_1,Russian Empire Stations,Pasha.Groisman@noaa.gov,#N/A
1000,226290-99999,1931,1936,54.92,23.93,23.93,83,1E+030,ISPD2_2_4/isd2ispd/2/226290-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,333930-99999,1929,1939,49.82,23.95,23.95,339,LVIV,ISPD2_2_4/isd2ispd/3/333930-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,333930-99999,1928,1942,49.82,23.95,23.95,330,LVIV,ISPD2_2_4/isd2ispd/3/333930-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1018,lemberg,1898,1904,49.83,24.02,24.02,298,Lemberg,ISPD40_add/001018_AustrianISC/USUS/lemberg,ISPD40_add,001018_AustrianISC,University of Giessen worldwide early data,Juerg Luterbacher,#N/A
1000,167460-99999,1932,1940,35.5,24.03,24.03,63,SOUDA (AIRPORT),ISPD2_2_4/isd2ispd/1/167460-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,264220-99999,1928,1939,56.98,24.08,24.08,2,RIGA,ISPD2_2_4/isd2ispd/2/264220-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,152600-99999,1936,1939,45.78,24.15,24.15,437,SIBIU,ISPD2_2_4/isd2ispd/1/152600-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,021960-99999,1931,1939,65.83,24.15,24.15,9,HAPARANDA,ISPD2_2_4/isd2ispd/0/021960-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,153460-99999,1937,1939,45.13,24.38,24.38,270,RIMNICU VALCEA,ISPD2_2_4/isd2ispd/1/153460-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,167380-99999,1932,1940,36.77,24.42,24.42,180,MILOS,ISPD2_2_4/isd2ispd/1/167380-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,166250-99999,1936,1938,40.93,24.42,24.42,33,KAVALA/AMIGDHALEON,ISPD2_2_4/isd2ispd/1/166250-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
